Job Id,Job Title,SOC Code,Job Description,Company Name,Skills,Qualification,City,State,Zipcode,Job Opening Date,Job Closing Date,Status,Website Url,stopwords
89c41c519c3c491929e3082f0ee1d557,"Editor, Celebrations",27-3041.00,gannett co inc nyse gci subscriptionled digitally focused media marketing solutions company committed empowering communities thrive unmatched reach national local level gannett touches lives millions pulitzerprize winning content consumer experiences benefits advertiser products services current portfolio media assets includes usa today local media organizations 46 states us newsquest wholly owned subsidiary operating united kingdom 120 local news media brands gannett also owns digital marketing services companies reachlocal inc upcurve inc wordstream inc marketed localiq brand runs largest mediaowned events business us usa today network ventures connect us visit wwwgannettcom editor celebrations reviewed reviewedcom part theusa today networkis seeking professional journalist experienced quickturnaround journalism join us fulltime editor covering celebrations content including holiday wedding graduation monthly celebration coverage pride month womens history monththe ideal candidate deep curiosity world appreciation smart service journalism youll part rapidly growing team responsible shaping daily content enriches peoples lives youll chance share work across usa today network beyondour mission help people buy best stuff love already providing audience informative enjoyable genuinely useful contentthis position requires editorial experience hunger determining true product marketing hype previous experience affiliate links plus fulltime salaried role working 40 hours per week ideal candidate experienced editor demonstrates understanding quickturnaround content production possesses excellent project management skills strong commitment journalistic ethicsthis role also require attendance certain holidays big sales including limited black friday cyber monday amazon prime day cesreviewed one influential sources internet comes reviews products like appliances consumer technology lifestyle products youll learn job become key contributor team talented likeminded product nerdsthe editor role reports executive editor commerce open remote employees staffers also able work truly awesome labs cambridge responsibilitiesdevelop maintain robust strategy celebration content year including schedule wedding holidayrelated contentassign edit features per week staff writers freelance writersupdate published features lists rolling basis including pricechecking swapping products refreshing seo strategy neededwork within teams editorial workflow guide stories pitch publication timely mannerrecruit manage freelance writerswork alongside analytics team identify highperforming contentproduce work appropriate cms proper formatting image selection creation link buildingbe available work holidays major sales including limited black friday cyber monday amazon prime day cesrequirementsbachelors masters degree communications journalism marketing related field equivalent combination education experienceexperience editing producing highquality rapidturnaround editorial contentability quickly edit stories clear succinctan understanding readers needs shopping habits budget constraintsa basic understanding consumer search trends shopping habits especially regard celebration events weddingscompetitive drive leading editorial voicean understanding journalistic ethics commitment upholding high ethical standardsbasic photoediting skills experience programs like photoshop canva plusknowledge seo best practicesexperience affiliate networks like amazon affiliates skimlinks impact radius trackonomics others plusemployment contingent passing preemployment postoffer background checkhow apply eager learn fit role apply dont limit upload resume show us youve done put together single document file includes following order 1your resume one two pages 2a cover letter outlines would approach job 3links 36 online samples work show us youve produced hand best reflects desired role important items assembled single document uploaded pdf format completing steps ensure application receives highest consideration content work environment office work takes place openfloorplan office several smaller meeting rooms test labs throughout building regardless whether youre onsite remote youll expected accessible team throughout day via facetoface communication whether inperson video calls email phone slack reviewed buying stuff easy buying right thing hard thats help reviewed brings consumers trustworthy reviews available written team experts believe tough objective reviews best way analyze products provide readers insightful practical entertaining stories help make informed decisionsreviewed part usa today network one largest news networks country reaching 150 million monthly unique visitors gannett co incis proud equal opportunity employer drug free eeo employer committed diverse workforce consider qualified candidates regardless race color national origin sex age marital status personal appearance sexual orientation gender identity family responsibilities disability education political affiliation veteran status apply boston usacambridge usamassachusetts usavirtual share job 2009 2021 ceridian hcm inc rights reserved privacy policy hrefjavascriptvoid0 idcookieprefe,Gannett,"[Local Media, Editing, Journalism]","[Bachelor of Journalism (B.J.), Master of Journalism (M.J.), Any Bachelor Degree, Any Master Degree]",Boston,Massachusetts,2108.0,2021-09-23,2021-09-30,CLOSED,https://www.gannett.com,350
ac0c91f394fa77a00ad72ee3440cb4b7,Software Engineer II,51-8021.00,overview reporting director data integration services ert looking full stack developer work key stakeholders applying technical proficiency across different stages software development life cycle including requirements gathering application architecture design individual expected key contributor ideation implementation new innovations surrounding erts proprietary data integration framework built modern aws cloudnative architecture position play important role producing design artifacts delivering high quality code across stack testing code providing guidance test teams demonstrating code ownership related devops monitoring opportunity part innovative engineering team learning culture teamwork collaboration encouraged excellence rewarded diversity respected valued responsibilities designs codes verifies tests documents amends refactors programs deployed aws stack applies agreed standards tools achieve wellengineered result collaborates reviews work others appropriate designs software components modules using appropriate modelling techniques following agreed software design standards patterns methodology creates communicates multiple design views identify balance concerns stakeholders software design allow functional nonfunctional requirements identifies evaluates alternative design options tradeoffs recommends designs consider target environment including cost performance security reviews verifies improves designs specifications leads reviews others designs models simulates prototypes behaviour proposed software enable approval stakeholders effective construction software verifies software design constructing applying appropriate methods conducts formal reviews activities processes products services collects collates examines records part specified testing strategies evidence compliance management directives identification abnormal occurrences applies data analysis design modelling quality assurance techniques based upon detailed understanding business processes establish modify maintain data structures associated components entity descriptions relationship descriptions attribute definitions advises database designers application development team members details data structures associated components defines software modules needed integration build produces build definition generation software accepts completed software modules ensuring meet defined criteria develop required cicd software build deployment aws configures hardware software environment required system integrated develops documents implements changes based requests change applies change control procedures initiates monitors actions investigate resolve problems systems processes services determines problem fixesremedies assists implementation agreed remedies preventative measures uses appropriate methods systematic approach development maintenance control distribution quality environmental standards makes technical changes controls updates distribution quality standards distributes new revised standards duties responsibilities keeps current applicable standard operating procedures associative training basic knowledge consultativecustomer focus basic knowledge thinking skills basic knowledge organizational awareness basic knowledge leadership basic knowledge interpersonal relations basic knowledge communication basic knowledge project management duties responsibilities listed job description represent major responsibilities position duties responsibilities may assigned required ert reserves right amend change job description meet needs ert job description attachments constitute represent contract qualifications education bachelors degree computer science related field candidate must located within commuting distance ofboston maor willing relocate area experience least 4years overall experience aws implementation core aws services including cloudformation ec2 lambda s3 iam api gateway ecs rds least 4 years experience developing restful apis leveraging api gateway cognito least 3 years experience developing single page applications leveraging angular cloudfront route 53 least 2 years data ingestion data cataloguing experience aws kinesis kafka glue athena least 2 years experience aws databases including aurora dynamo db andor rds oracle strong hands experience sql experience processing large volume data sets experience working different data formats json xml parquet knowledge python go java net plus least3 years experience software development life cycle least 3 years experience project life cycle activities development maintenance projects least 3 years experience design architecture review ability work team diverse multiple stakeholder environment strong analytical skills experience desire work global environment equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law,ERT,"[Java, Application Architecture, CI, Data Structures, Kafka, JSON, SQL, Data Integration, Software Development Life Cycle, Application Development, Software Development, DevOps, Databases, XML, Database, Data Analysis, API, Oracle, AWS, Framework, Python, RESTful]",[Bachelor of Computer Science (B.C.S.)],Medford,Massachusetts,2155.0,2021-04-29,2021-09-30,CLOSED,http://www.ert.com,263
4b5748411c4496f56ef33645a27840e0,Principal Software Architect,17-1011.00,digital technology forever changed business transforming tax governments go digital financial systems traditional tax software cant keep businesses face escalating risk mounting compliance costs sovos built digital future tax complete connected offerings tax determination continuous transaction control compliance tax reporting company supports 8000 customers including half fortune 500 operating 70 countries saas products proprietary sovos s1 platform integrate wide variety business applications government compliance processes employees throughout north america latin america europe building future global compliance softwarewe want build future us work youll principal architect directing design development next generation global web application products highgrowth saas solution provider position provide guidance across number functional technical areas product development including business analysis application design development integration delivery modern web frameworks used building single page applications people love job people even though principal architect still like get hands code handson position specifically design architect web applications using modern frameworksprepare technical design documents blueprints applications including modular ui components web mobile ios android api interfaces microservices backend data processing reportinglead teams build highly scalable solutions instrumented monitoring user feedbackwork business product management stakeholders ensure project specifications complete understood technology team product produced meets functional nonfunctional specificationsunderstand apply expertise solutions architecture designs concepts include limited sdlc process security high availability recovery performance monitoring operations design application architecturecoordinate proposed solutions stakeholders security operations engineering ensure smooth execution comprehensive solution secure welloperateddesign develop hybrid solutions multiple mobile platforms html5cssjs well mobility frameworksproven history designing developing large distributed solutions jee network agile architect environment utilizes scrum methodologyserve principal technical client advocate liaison internally well externallyrepresent sovos technical stakeholders within current prospective customers neededdevelop deployment integration architecture recommend execution planpartner architects senior technology stakeholders across company ensure coordinated efficient solutioning development effortsconvey strategic picture crossfunctional development teamsintegrate deliver across multiple product lines built windows java software stackswhat need background includes combination solution architecture design estimation technical project managementproven history guiding teams software product companiesstrong organizational communication skills ability multitasktechnology background including javascript appropriate ui frameworks background java net serviceoriented systemsability effectively manage multiple work assignments projects motivate teamoriented collaborative environmentability work well individually within cross functional teamexcellent communication analytic problemsolving skills sound business acumen executive presencedue clients federal contracts successful candidate clear background check drug test sovos offer tools grow career personally professionally know almost 30 employees earned promotion job change fy2020that happen growth serious business sovos programs place make sure including mentoring programsmanagement bootcamps development trainingsyearly performance reviews compensation performance assessed rewarded generouslyclear paths growth within roles know career development like spider web ladder give tools move outside career well tools enhance life want enjoy life outside work mytime flexible time worrying accruing time running sick days need time take itpaid family leavetuition reimbursementgenerous 401k matchprogressive wellness programcompany seeded matched health savings account worried dont check boxes apply anyway perfect candidates hire people resumes excited youre look forward taking look application establish next steps sovos equal opportunity employer seeking employment us considered without regards race color religion national origin age sex marital status physical mental,"Sovos Compliance, LLC.","[Java, CSS, Government Compliance, Global Compliance, SaaS, IOS, Scrum , Android, UI, Integration Architecture, Project Management, Frameworks, JavaScript, HTML5, Agile, Compliance Software, Scrum, Application Design, API, Data Processing, Web Applications]",,Wilmington,Massachusetts,1887.0,2021-01-29,2021-09-30,CLOSED,https://sovos.com,299
7a7dac1bc98365216833008c0fbd063d,Strategy Program Manager,27-2012.03,build future sovos digital technology forever changed business transforming tax sovos software built digital future tax complete connected offerings tax determination continuous transaction control compliance tax reporting sovos supports 20000 customers including half fortune 500 operating 70 countries saas products proprietary sovos s1 platform integrate wide variety business applications government compliance processes 2000 employees throughout americas europe building future global compliance software culture commitment keep promise customers work youll strategy program manager going responsible working crossfunctionally drive success sovos sales use tax product line role responsible driving effort design offering enable gotomarket execution drive operational orchestration specifically direct crossfunctional tax regulatory reporting initiatives focused build new enterprise corporate solutions including scoping initiative developing program communication plans orchestrating execution monitoring results adjust course neededwork management define target market within customer base across broader marketpartner product team define gaps identify efficient creative solutions resolve themprovide direction product marketing competitive positioning buyer personas market cycle needs key messagesalign go market execution including existing tactics sales enablement marketing product marketing sales iterate maximize demand prove market fitdesign execute customer partner communication strategy operational coordination maximizes revenue retentionorganizing variety project based activities across multiple projects impacting cross functional teams customersensuring project budgets timelines adhered enabling success gtm strategic goalsestablish best practices enablement purpose transitioning business usual processes across business need strong analytical problemsolving skills ability simplify complex ideas component parts ability communicate vision clearly broad audiencecomfortable new concepts technologies ambiguous details minimal oversight produce meaningful insights applied tax regulatory reporting product lineskilled developing roadmaps program plans business cases realization strategiesdue federal contracts successful candidates asked clear background check drug test upon hire sovos offer tools enhance life want enjoy life outside work mytime flexible time worrying accruing time running sick days need time take itpaid family leavetuition reimbursementgenerous 401k matchprogressive wellness programcompany seeded matched health savings account hsa worried dont check boxes apply anyway perfect candidates hire people resumes excited youre look forward taking look application establish next steps sovos equal opportunity employer seeking employment us considered without regards race color religion national origin age sex marital status physical mental disability veteran status gender identity sexual orientation characteristic protected law,"Sovos Compliance, LLC.","[Government Compliance, Global Compliance, Compliance Software]",,Wilmington,Massachusetts,1887.0,2021-08-27,2021-09-30,CLOSED,https://sovos.com,205
304aff90fd39fead183f48206f4070c7,Senior Contract Manager,11-9199.00,description labella associates established 1978 certified great place work headquartered rochester ny offices across new york ohio pennsylvania connecticut maine virginia north south carolina alabama madrid spain labella multidisciplined architectural engineering firm dedicated client satisfaction teamwork respect trust provide services take project start finishfrom initial study determine projects feasibility construction administration start everything job overview currently hiring senior contract manager program management services division position support labella offshore wind client successful candidate would colocated clients boston office program management services division labella provides comprehensive management services complex projects programs project teams established provide customized mix business consulting project management financial control monitoring administrative technical support services senior contract manager working part clients global business activities many countries across us uk rest world position may require travel various locations role requires individual manage multidisciplinary teams individual prepared manage teams working different locations responsibilities assist negotiation management contracts offshore om services projects worth excess 1 usd billion provide correct contractual commercial implementation contractors reporting collection records well adequate administration claims variations event escalate lead contract managers avoidable additional cost possibilities minimize costs legitimate claims assist managing coordinating advice key commercial risks existing supply contracts process claimsin following controlled agreed manner accordance projects specifics assist handling defect liability period claims deriving project construction contracts monitor anticipate claims made contractors contracts assist developing mitigation strategies line contract terms facilitate delivery projects interests preparing negotiations contractors support negotiations claims variations contractors undertake detailed contract reviews analysis allowing wider team better interpret apply key contract provisions daytoday operational clauses contract support preparing notes advice commercial drafting claims variations make commercial recommendations lead contract managers head om services commercial issues risks arising contracts support projects package managers negotiate finalize contracts ensure clients best practices processes implemented applied contract management ensuring involvement interfacing key company functions purchasing insurance financial legal etc qualifications bachelors degree engineering equivalent required experience negotiating andor managing contracts projects understanding complex commercial requirements related supply productsmaterials services offshore wind projects good contractual knowledge including daytoday operational provisions particularly claims variations disputes mechanisms knowledge health safety environmental legislation strong selfperformance management delivery focus ability balance conflicting requirements quality costs time strong team worker proactive people manager leader motivator understanding financial commercial business principles risk mitigation practices good negotiating persuasion skills well excellent written oral communication skills strong influencing interpersonal change management skills ability proactive take responsibility matters responding competing business demands effective capacity change experience leading others change positive attitude proactive team player excellent interpersonal skills ability communicate influence levels within organization externally excellent project management skills presentation information accurate clear manner relevant detail planning organizing 5 year planning horizon includes contracting operation offshore wind assets ability work effectively across different range locations coordinating broad range staff contractors within rapidly changing high profile sector ability assimilate wide varied range information many sources enable effective commercial decision making identify efficiencies improvements processes procedures contracting strategies resources ensure operational expenditure capital investment managed efficiently maximum operational revenues achieved looking forward continuous improvement prioritizing efficient solutions developing synergies improvement support procuring multimillion pound project contracts offer employment position conditioned upon satisfactory criminal background check company perks healthdental insurance 401k plan short long term disability profit sharing paid time verizon wireless discount gym reimbursement tuition reimbursement referral bonus program wellness program team building events community service events labella associates accept unsolicited resumes recruiting professionals agencies accept resumes source reference specific open position labella associates responsible fees arising use resume submitted recruiting professionals agencies current placement fee agreement labella associates initial communication recruiting professionals agencies must go human resources,LaBella Associates,"[Legal, Disciplinary]","[Bachelor of Engineering (B.E./B.Eng.), Any Bachelor Degree]",Boston,Massachusetts,2108.0,2021-03-11,2021-09-30,CLOSED,http://www.labellapc.com,289
f8e7c2fe7bfda8455ca2e18eb1beea5a,Newborn Hearing Screener,29-2092.00,overview hearing screening associates fullservice company offers allinclusive service screening hearing newborn infants concept covers everything personnel testing equipment reporting billing newborn hearing screening technician performs mandated hearing screening tests newborn infants provides education parents pertaining relevance hearing screening early intervention records patient information hearing screen results screener responsible conduct hearing screening tests prior patient discharge supporting patient care goals objectives parttime position based busy newborn nursery nicu hospital setting responsibilities conducts newborn hearing screenings infants nursery nicu prior discharge hospital coordinates postdischarge follow care needed utilizing appropriate procedures computer technology works directly nursing staff patients parents communicate relevance hearing screening early intervention support positive outcomes provide screening results parents must able analyze communicate responses problem situations manner consistent company customers needs maintain use hearing screening equipment assist database management interacts needed various hospital departments performs duties accordance policies procedures hsa hospitals respective departments upholds code conduct compliance policies upon completion hsahospital training thorough knowledge procedural variables instrumentation application otoacoustic emissions assessment transient emissions automated auditory brainstem response aabr testing duties assigned qualifications high school diploma general education degree ged required one 1 years healthcare childcare trainingexperience related college curriculum plus possess basic computer skills ability attend company provided training willingness ability learn operate hearing screening equipment must able move lift 15 pounds employment contingent upon following clear seven 7 year background check verifiable prior employment including title dates hire criminal history education must pass drug test bloodwork required verify immunization titers vaccinations required hospitals including flu vaccine hearing screening associates equal opportunity affirmative action employer qualified applicants receive consideration employment without regard race color religion sexual orientation sex national origin disability protected veteran status hearing screening associates hsais part demant group demant worldleading hearing healthcare group thatfor century played vital part developinginnovative technologies knowhow help improvepeoples hearing health every aspect hearing devices hearing implants diagnostic equipment intelligent audio solutions hearing care world demant active engaged demant group operates global market companies 30 countries employs 14500 staffand generates annual revenue dkk 14 billion approx 21 billion usd productsare sold 130 countries,Oticon USA,"[Patient Care, vaccine, Nursing, Auditory]",[High School Diploma],Concord,Massachusetts,1742.0,2021-09-09,2021-09-30,CLOSED,http://www.Oticon.com,152
5c90575d962b567019643d4a8cea127f,Newborn Hearing Screener,29-2092.00,overview hearing screening associates fullservice company offers allinclusive service screening hearing newborn infants concept covers everything personnel testing equipment reporting billing newborn hearing screening technician performs mandated hearing screening tests newborn infants provides education parents pertaining relevance hearing screening early intervention records patient information hearing screen results screener responsible conduct hearing screening tests prior patient discharge supporting patient care goals objectives parttime position based busy newborn nursery nicu hospital setting responsibilities conducts newborn hearing screenings infants nursery nicu prior discharge hospital coordinates postdischarge follow care needed utilizing appropriate procedures computer technology works directly nursing staff patients parents communicate relevance hearing screening early intervention support positive outcomes provide screening results parents must able analyze communicate responses problem situations manner consistent company customers needs maintain use hearing screening equipment assist database management interacts needed various hospital departments performs duties accordance policies procedures hsa hospitals respective departments upholds code conduct compliance policies upon completion hsahospital training thorough knowledge procedural variables instrumentation application otoacoustic emissions assessment transient emissions automated auditory brainstem response aabr testing duties assigned qualifications high school diploma general education degree ged required one 1 years healthcare childcare trainingexperience related college curriculum plus possess basic computer skills ability attend company provided training willingness ability learn operate hearing screening equipment must able move lift 15 pounds employment contingent upon following clear seven 7 year background check verifiable prior employment including title dates hire criminal history education must pass drug test bloodwork required verify immunization titers vaccinations required hospitals including flu vaccine hearing screening associates equal opportunity affirmative action employer qualified applicants receive consideration employment without regard race color religion sexual orientation sex national origin disability protected veteran status hearing screening associates hsais part demant group demant worldleading hearing healthcare group thatfor century played vital part developinginnovative technologies knowhow help improvepeoples hearing health every aspect hearing devices hearing implants diagnostic equipment intelligent audio solutions hearing care world demant active engaged demant group operates global market companies 30 countries employs 14500 staffand generates annual revenue dkk 14 billion approx 21 billion usd productsare sold 130 countries,Oticon USA,"[Patient Care, vaccine, Nursing, Auditory]",[High School Diploma],Cambridge,Massachusetts,2138.0,2021-08-12,2021-09-30,CLOSED,http://www.Oticon.com,152
d6583b8a3a0d7e72e884df39eda98576,Program Manager-Male Only,27-2012.03,overview program manager responsible overall direction operation residential program role provide supervision rehabilitative direction emergency oncall services team direct care staff supported individuals advocates promotes healthy worklife balance offers many generous perks employment room advancement strongknit community values ideas contributions staff ready make difference minimum education required high school diplomaged responsibilities provide oversight supervision direct care staff group living residents promoting warm safe empowering environment develop monitor staff scheduling ensure program coverage budgetary compliance lead staff meetings individual supervisions ensure staff trainings current conduct intakes ensuring proper care accessed participate individual action plans iap process individuals assume fiscal responsibility site assisting program budget development management well safeguarding clients funds ensure clients rehabilitative treatment clinical record meet rehab option standards prepare reports directed including data collection analysis participate oncall rotation 24 hour availability consultation emergency crisis intervention qualifications hs diploma plus 5 years experience ba related field preferred strong computer knowledge excellent analytical reasoning numerical aptitude excellent written verbal communication must hold valid drivers license access operational insured vehicle willing use transport clients strongly prefer candidate demonstrated understanding competence serving culturally diverse populations advocates health safety people care employees broader community top priority effective october 18 2021 advocates require employees fully vaccinated covid19 ie doses pfizer moderna single dose johnson johnson advocates committed cultivating diverse welcoming community everyone feels respected valued advocates fosters culture inclusion celebrates promotes diversity along multiple dimensions including race ethnicity sex gender identity gender expression sexual orientation partnered status age national origin socioeconomic status religion ability culture experience consider career human services team members dedicated engaging empowering individuals forming lasting relationships collaboratively achieving personal goals offering creative solutions everyday complex situations actively listening exercise independent judgement contribute overall success benefit team human services fit successful team members openminded eager compassionate exercise solid independent judgement fostering trustworthy relationships individuals serve put individual first keywords coordinator direct care direct support residential counselor residential support group home group living environment gle,Advocates,"[Budgetary, Consultation, Budget Development]",,Worcester,Massachusetts,1601.0,2021-08-26,2021-09-30,CLOSED,http://www.Advocates.org,155
5c89e0132ec782188f22757c68c315a1,"Senior Director, New Ventures",11-1011.00,senior director new ventures job number 202136833 category executive location worcester shift day exemptnonexempt exempt business unit umass med school department school business development innovation w400014 job type fulltime salary grade 50 union code non union position w60 non unit professional num openings 1 post date march 27 2021 position summary bridge innovation business development university massachusetts medical school umms recruiting senior director new ventures bridge team ideates executes comprehensive business strategy commercialize ummss ip portfolio development newcos alliances licensing agreements partnerships bridge team accountable structuring negotiating implementing variety transactions external entities including investors leading well new pharmabiotech companies incubators research organizations success bridge umms bridge umms reported licensing revenue approximately 146 million fy2018 ranked fourth among us institutions third among universities terms licensing revenue bridge umms researchers also cofounded multiple successful companies alnylam atalanta therapeutics apicbio voyager therapeutics generationbio acworth bacainn name umms research powerhouse umms vibrant research enterprise spends 250m per year research activities consistently produces noteworthy advances clinical basic research 2006 nobel prize physiology medicine awarded umms professor craig c mello phd discoveries related rna interference rnai umms researchers made pivotal advances hiv cancer diabetes infectious disease understanding molecular basis disease umms programs centers include rna therapeutics institute gene therapy center program gene function expression systems biology neurotherapeutics role senior director new ventures executive leadership role bridge innovation business development team report executive vice chancellor evc innovation business development individual position manage team director level professionals focusing variety therapeutic categories new ventures group responsible proactively scouting umms identify evaluate commercializable research assets platform technology match potential partners biotech pharma investor ecosystem worldwide identify commercialization collaboration potential individual role scientific leader bridgeumms lead venture creation licensing initiatives entire research portfolio umms direct impact success licensing partnerships newco formation scouting assessment execution external strategies academicbiotech venture partners leadership position candidate must demonstrate influencing skills organizational savvy effectively interact multiple internal research facultyinvestigators must drive similar interactions external partners efficiently evaluate execute licensecollaborationexternalization novel ideas assets effectively contribute activities need possess deep scientific knowledge drug development across one therapeutic category ideally prior experience gene therapy rna therapeutics essential functions scientific leadership lead team direct reports director level business development team set strategic priorities new ventures team goals commercialization umms assets variety technology platforms novel therapeutics devicescandidates main responsibility proactively network umms researchers identify provide scientifictechnical assessment commercial value new existing research projects technology platforms ip portfolio invention disclosures filed umms researchers time timewill provide feedback advise prioritization ip management team functions scientific value invention disclosures submitted bridgeummsserves point contact external partner technicalscientific conversations duediligence negotiationcontracting processesidentify opportunities expand potential partnership avenues including sramta etcprepare pitchpresentation materials enabling proactive reactive commercialization efforts bridge teamstrategically prioritize team focus bandwidth deployment consultation evc innovation business development maximize value umms assets platforms selected partners investors collaboration teamwork candidate responsible timely development presentation detailed material times collaboration functions internal governanceapproval process established evc innovation business developmentidentify opportunities expand potential partnership avenues including sramta etc manage deal process functions bridge team order drive decision making levelsideate novel partnership structures cultivate external investor syndicate interest umms assets platformsideate propose innovative venture creation newcos spin outs appropriate lead development business case presentation materials investors partnersdevelops maintains effective relationships key umms investigators faculty chairs leadership team ummsmaintains strong network pharma biotech academia investor communityworks collaboratively head transactions functions negotiation nbts definitive agreementacts resource mentor develop junior team members new ventures functions innovation business development teamleads collaborates peers development systems streamline workflow increase productivity new ventures team across entire bridge team duties supports external visibility connectivity participating presenting external meetings ensure bridgeumms considered partner choicerepresent bridge teams critical initiatives business priorities faculty senior management ummsother projects initiatives andor duties assigned required qualifications md phd pharmd advanced degree biomedical field requiredminimum 810 years experience within biopharmaceutical industry related biotechhealthcare practice eg consulting investment banking venture capital minimum 3 years relevant business experience search evaluation function business developmentdeep scientific knowledge across one therapeutic area ideally prior experience gene therapy rna therapeutics understanding preclinical drug discovery clini,University of Massachusetts Medical School,"[Business Strategy, IP management, c, Investment Banking, ProActive, Consultation, Senior Management, Syndicate, MTA, Pivotal]",,Worcester,Massachusetts,1601.0,2021-06-23,2021-09-30,CLOSED,https://umassmed.edu,315
54d9be0a01d5c48a47116f5d527154fe,Research Associate,19-4061.00,research associate job locationsusmacambridgecategoryresearchjob descriptionour job bold work starts insatiable curiosity clients colleagues future forrester believe curiosity powers progress forresterites bring diversity opinions courage convictions collaborate ideas initiatives change course business trusted advisor influential companies world live nexus whats next role research associate works directly team analysts research write publish reports help make leaders succeed forresters services target roles cios cmos enterprise architecture professionals customer experience professionals application development delivery professionals customer insights professionals research associate support cio team mission help tech execs build deliver future fit tech strategies enable customer obsession job description manage research projects work assigned analysts formulate project plan establish checkin process coordinate research manage schedulesupport analyst client engagementassist analysts primary secondary research published reports including telephone interviews online surveys internal thirdparty dataconduct deep data analysis identify trends sales professionsupport analyst presentations wellformatted charts appropriate callouts meaningful titles slide sequences tell storymaintain report production schedule inception publicationlearn conduct quantitative work forresters data setsutilize social media platforms eg blogs twitter online community coordinating research publishing job requirements ba bs degree interest statistics quantitative work major plusone two years varied undergraduate postgraduate work experiencea working knowledge word processing spreadsheet softwarea sharp attention detail resourcefulness optimizing survey questions formatted data outputsa passion learning technology explore forresterlife youtube twitter facebook instagram linkedin glassdoor flsa status exempt forrester research inc equal opportunityaffirmative action employer committed equal employment opportunity qualified individuals without regard race color religion national origin ancestry sex age disability sexual orientation gender identity expression marital status genetic information military service veteran status status protected applicable law minorities women individuals disabilities veterans especially encouraged apply region na,Forrester Research,[Advisor],,Cambridge,Massachusetts,2138.0,2021-08-19,2021-09-30,CLOSED,http://www.forrester.com,116
